"","x"
"264",3.2
"265",2.5
"266",2.5
"267",2.5
"268",3.5
"269",3.5
"270",3.5
"271",3.2
"272",3.7
"273",0
"274",4.2
"275",4.2
"276",2.5
"277",3.5
"278",3.5
"279",2.5
"280",2.5
"281",0
"282",2.5
"283",2.5
"284",2.5
"285",3.5
"286",3.7
"287",3.2
"288",2.5
"289",2.5
"290",3.2
"291",2.5
"292",2.5
"293",3.7
"294",2.5
"295",2.5
"296",3.5
"297",2.5
"298",2.5
"299",3.5
"300",2.5
"301",3.7
"302",0.2
"303",4.5
"304",2.3
"305",0.2
"306",2.5
"307",3.7
"308",2.5
"309",3.7
"310",2.2
"311",2.5
"312",2.5
"313",3.5
"314",2.5
"315",0.2
"316",2.5
"317",3.2
"318",3.5
"319",2.5
"320",2.5
"321",2.5
"322",3.5
"323",2.5
"324",2.5
"325",0.2
"326",2.5
"327",3.5
"328",2.5
"329",4.2
"330",4.5
"331",2.5
"332",2.5
"333",2.5
"334",2.2
"335",2.5
"336",2.5
"337",2.5
"338",2.5
"339",2.5
"340",2.5
"341",0.2
"342",2.5
"343",2.5
"344",0.2
"345",2.5
"346",0.2
"347",2.5
"348",2.5
"349",2.5
"350",2.5
"351",2.5
"352",0.2
"353",4.5
"354",0.2
"355",3.5
"356",2.5
"357",2.5
"358",2.5
"359",2.5
"360",2.5
"361",2.2
"362",2.5
"363",2.2
"364",3.5
"365",4.5
"366",2.5
"367",3.5
"368",4.5
"369",4.2
"370",3.5
"371",2.5
"372",3.5
"373",2.5
"374",2.5
"375",2.5
"376",2.5
"377",3.5
"378",4.5
"379",3.5
"380",3.5
"381",4.5
"382",2.7
"383",4.3
"384",2.5
"385",3.5
"386",2.5
"387",2.5
"388",2.5
"389",3.5
"390",2.5
"391",2.5
"392",2.5
"393",3.7
"394",3.2
"395",2.5
"396",2.5
"397",2.5
"398",0.2
"399",0.2
"400",2.5
"401",3.2
"402",2.5
"403",2.5
"404",2.5
"405",3.7
"406",2.2
"407",3.7
"408",2.5
"409",2.5
"410",2.5
"411",3.2
"412",2.5
"413",3.7
"414",2.2
"415",2.5
"416",2.5
"417",2.5
"418",3.5
"419",0.2
"420",3.5
"421",2.5
"422",3.5
"423",3.7
"424",0
"425",2.5
"426",2.5
"427",2.5
"428",2.5
"429",0.2
"430",2.5
"431",3.7
"432",2.7
"433",2.5
"434",2.5
"435",2.5
"436",2.5
"437",2.5
"438",2.5
"439",2.3
"440",3.5
"441",3.5
"442",2.5
"443",2.5
"444",2.5
"445",2.7
"446",2.5
"447",2.5
"448",4.5
"449",2.5
"450",4.5
"451",2.5
"452",4.3
"453",3.7
"454",3.2
"455",2.5
"456",4.5
"457",2.5
"458",2.5
"459",3.5
"460",3.5
"461",3.5
"462",2.5
"463",2.5
"464",2.5
"465",3.7
"466",3.2
"467",3.7
"468",2.5
"469",2.5
