"","x"
"309",4.5
"310",3.2
"311",3.5
"312",3.5
"313",3.7
"314",3.7
"315",3.2
"316",3.2
"317",3.7
"318",3.7
"319",4.2
"320",3.7
"321",3.7
"322",3.7
"323",3.7
"324",3.2
"325",3.2
"326",3.5
"327",4.2
"328",3.2
"329",3.7
"330",4.5
"331",3.7
"332",3.7
"333",3.7
"334",3.7
"335",4.5
"336",3.5
"337",3.2
"338",3.5
"339",4.2
"340",3.5
"341",3.5
"342",3.7
"343",3.2
"344",3.2
"345",3.5
"346",3.2
"347",3.7
"348",3.2
"349",3.2
"350",3.7
"351",4.2
"352",3.5
"353",3.5
"354",4.2
"355",3.5
"356",3.7
"357",3.2
"358",3.2
"359",4.2
"360",3.7
"361",4.5
"362",4.5
"363",3.2
"364",3.5
"365",4.5
"366",3.7
"367",4.5
"368",4.7
"369",3.7
"370",3.7
"371",3.2
"372",3.5
"373",4.2
"374",3.5
"375",3.7
"376",3.7
"377",4.2
"378",4.5
"379",3.7
"380",4.5
"381",4.7
"382",3.7
"383",3.7
"384",3.7
"385",3.5
"386",4.2
"387",3.5
"388",4.2
"389",3.7
"390",4.2
"391",3.7
"392",4.5
"393",3.7
"394",3.5
"395",3.2
"396",3.7
"397",4.2
"398",3.7
"399",3.7
"400",3.7
"401",3.5
"402",4.5
"403",3.7
"404",3.2
"405",3.7
"406",3.7
"407",4.5
"408",3.7
"409",3.7
"410",4.2
"411",3.7
"412",3.5
"413",3.7
"414",3.7
"415",3.7
"416",3.7
"417",3.7
"418",3.5
"419",3.7
"420",3.7
"421",3.7
"422",3.7
"423",3.7
"424",3.2
"425",3.7
"426",3.2
"427",3.7
"428",4.2
"429",3.7
"430",4.5
"431",3.7
"432",3.7
"433",4.5
"434",3.2
"435",3.7
"436",3.7
"437",4.5
"438",3.5
"439",3.7
"440",3.7
"441",4.2
"442",3.5
"443",4.5
"444",3.5
"445",3.7
"446",4.2
"447",3.2
"448",3.5
"449",3.7
"450",4.5
"451",3.5
"452",3.7
"453",3.7
"454",4.2
"455",2.5
"456",4.5
"457",3.7
"458",3.2
"459",3.5
"460",4.5
"461",4.5
"462",4.2
"463",4.2
"464",3.7
"465",3.5
"466",4.2
"467",4.2
"468",3.7
"469",4.2
