"","x"
"308",4.7
"309",3.5
"310",5
"311",3.5
"312",3
"313",4.5
"314",3.5
"315",2.5
"316",4.5
"317",4.5
"318",4.5
"319",3.5
"320",4.5
"321",4.5
"322",4.5
"323",4.5
"324",3.5
"325",3.5
"326",4.5
"327",4.5
"328",4.5
"329",4.5
"330",4.5
"331",4.5
"332",4.5
"333",4.5
"334",4.5
"335",2.5
"336",4.9
"337",-2.5
"338",3.7
"339",4.2
"340",4.7
"341",2.7
"342",-2.5
"343",4.5
"344",3.5
"345",3.5
"346",3.5
"347",4.5
"348",-4.5
"349",-3.5
"350",0
"351",-2.5
"352",-2.5
"353",2.5
"354",4.5
"355",3.5
"356",2.2
"357",3.5
"358",3.5
"359",3.2
"360",-2.5
"361",0
"362",3.2
"363",0
"364",-2.5
"365",2.5
"366",-2.5
"367",2.5
"368",2.2
"369",-4.5
"370",0
"371",2.2
"372",2.2
"373",0.5
"374",-2.5
"375",2.7
"376",-2.5
"377",2.5
"378",3.2
"379",3.7
"380",-2.5
"381",-2.5
"382",2.5
"383",-4.5
"384",2.2
"385",3.2
"386",1.2
"387",-2.5
"388",3.5
"389",2.7
"390",-3.5
"391",0
"392",-2.5
"393",-2.5
"394",4.7
"395",2.7
"396",4.5
"397",4.5
"398",4.5
"399",4.5
"400",4.5
"401",5
"402",4.5
"403",3.5
"404",4.5
"405",4.5
"406",4.5
"407",3.2
"408",4.7
"409",4.5
"410",4.5
"411",3.5
"412",4.5
"413",4.5
"414",4.5
"415",3.2
"416",4.5
"417",4.5
"418",4.5
"419",4.5
"420",4.5
"421",4.5
"422",4.5
"423",3.5
"424",3.5
"425",4.5
"426",4.5
"427",4.5
"428",4.5
"429",4.5
"430",4.5
"431",4.5
"432",4.5
"433",4.5
